Name,Hash_Key,Offcd ,Wk_S,Wk_E,Jbt
孙英,c11fca1895d4aadf1e4e8002492d403e1ac6f269,0000005621,1987.10,1991.03,山西省太原市委书记
孙英,c11fca1895d4aadf1e4e8002492d403e1ac6f269,0000005621,1991.03,1992.05,山西省委常委、太原市委书记
孙英,c11fca1895d4aadf1e4e8002492d403e1ac6f269,0000005621,1992.05,1996.07,甘肃省委副书记
孙英,c11fca1895d4aadf1e4e8002492d403e1ac6f269,0000005621,1996.07,1997.01,甘肃省委副书记、甘肃省副省长、代理省长
孙英,c11fca1895d4aadf1e4e8002492d403e1ac6f269,0000005621,1997.01,1998.03,甘肃省委副书记、甘肃省省长
孙英,c11fca1895d4aadf1e4e8002492d403e1ac6f269,0000005621,1998.03,2000.12,甘肃省委书记
孙英,c11fca1895d4aadf1e4e8002492d403e1ac6f269,0000005621,2000.12,2005.08,中共中央党史研究室主任
孙政才,b6a970ae7470372da4727a8e0da2972bcf4c99f5,0000005639,1980.00,1984.00,山东莱阳农学院农学系农学专业学习
孙政才,b6a970ae7470372da4727a8e0da2972bcf4c99f5,0000005639,1984.00,1987.00,北京市农林科学院、北京农业大学作物栽培与耕作学专业硕士研究生
孙政才,b6a970ae7470372da4727a8e0da2972bcf4c99f5,0000005639,1987.00,1993.00,北京市农林科学院作物所玉米研究室副主任（其间：1991.01－1991.07英国洛桑试验站访问学者）
孙政才,b6a970ae7470372da4727a8e0da2972bcf4c99f5,0000005639,1993.00,1994.00,北京市农林科学院土肥所所长、党支部书记
孙政才,b6a970ae7470372da4727a8e0da2972bcf4c99f5,0000005639,1994.00,1995.00,北京市农林科学院副院长
孙政才,b6a970ae7470372da4727a8e0da2972bcf4c99f5,0000005639,1995.00,1997.00,北京市农林科学院党委副书记、常务副院长（主持工作）
孙政才,b6a970ae7470372da4727a8e0da2972bcf4c99f5,0000005639,1990.00,1997.00,中国农业大学农学专业在职研究生学习，获农学博士学位）
孙政才,b6a970ae7470372da4727a8e0da2972bcf4c99f5,0000005639,1997.00,1998.00,北京市顺义县委副书记、代县长、县长
孙政才,b6a970ae7470372da4727a8e0da2972bcf4c99f5,0000005639,1998.00,2002.00,北京市顺义区委副书记、区长（其间：2000－2001年中央党校一年制中青年干部培训班学习）
孙政才,b6a970ae7470372da4727a8e0da2972bcf4c99f5,0000005639,2002.00,2002.00,北京市顺义区委书记，北京市委常委、顺义区委书记
孙政才,b6a970ae7470372da4727a8e0da2972bcf4c99f5,0000005639,2002.00,2006.00,北京市委常委、秘书长兼市直机关工委书记
孙政才,b6a970ae7470372da4727a8e0da2972bcf4c99f5,0000005639,2000.00,2003.00,中央党校在职研究生班法学理论专业学习
孙政才,b6a970ae7470372da4727a8e0da2972bcf4c99f5,0000005639,2006.05,2006.07,中央党校省部级干部进修班学习）
孙政才,b6a970ae7470372da4727a8e0da2972bcf4c99f5,0000005639,2006.00,2009.00,农业部部长、党组书记
孙政才,b6a970ae7470372da4727a8e0da2972bcf4c99f5,0000005639,2009.00,2010.00,吉林省委书记
孙政才,b6a970ae7470372da4727a8e0da2972bcf4c99f5,0000005639,2010.00,2012.00,吉林省委书记、省人大常委会主任
孙政才,b6a970ae7470372da4727a8e0da2972bcf4c99f5,0000005639,2012.00,,中央政治局委员，重庆市委书记，吉林省委书记（至2012年11月）、省人大常委会主任（至2013年1月）[3-4]?
孙志刚,5cceb6655bbd4a744079dd0afae7f532089ce135,0000005640,1971.02,1973.04,在河南省荥阳县当知青
孙志刚,5cceb6655bbd4a744079dd0afae7f532089ce135,0000005640,1973.04,1973.09,任河南省荥阳县丁店水库干部
孙志刚,5cceb6655bbd4a744079dd0afae7f532089ce135,0000005640,1973.09,1976.09,在武汉钢铁学院炼钢专业学习
孙志刚,5cceb6655bbd4a744079dd0afae7f532089ce135,0000005640,1976.09,1980.09,在武汉钢铁学院当教师
孙志刚,5cceb6655bbd4a744079dd0afae7f532089ce135,0000005640,1980.09,1983.09,在上海财经学院工业经济专业攻读硕士研究生
孙志刚,5cceb6655bbd4a744079dd0afae7f532089ce135,0000005640,1983.09,1985.04,在中南财经大学经济研究所工作
孙志刚,5cceb6655bbd4a744079dd0afae7f532089ce135,0000005640,1985.04,1986.11,任湖北省武汉市经委副主任
孙志刚,5cceb6655bbd4a744079dd0afae7f532089ce135,0000005640,1986.11,1987.02,任湖北省武汉市体改委副主任
孙志刚,5cceb6655bbd4a744079dd0afae7f532089ce135,0000005640,1987.02,1992.09,任湖北省武汉市计委副主任
孙志刚,5cceb6655bbd4a744079dd0afae7f532089ce135,0000005640,1992.09,1993.03,任湖北省武汉市汉阳区委副书记、代区长、区长
孙志刚,5cceb6655bbd4a744079dd0afae7f532089ce135,0000005640,1993.03,1996.08,任湖北省武汉市副市长
孙志刚,5cceb6655bbd4a744079dd0afae7f532089ce135,0000005640,1996.08,1999.03,任湖北省宜昌市委副书记、市长（1993年07月至1997年06月，武汉大学政治经济学专业在职研究生学习，获经济学博士学位）
孙志刚,5cceb6655bbd4a744079dd0afae7f532089ce135,0000005640,1999.03,1999.09,任湖北省宜昌市委书记、市长，宜昌军分区党委第一书记
孙志刚,5cceb6655bbd4a744079dd0afae7f532089ce135,0000005640,1999.09,2002.04,任湖北省宜昌市委书记，宜昌军分区党委第一书记
孙志刚,5cceb6655bbd4a744079dd0afae7f532089ce135,0000005640,2002.04,2002.06,任湖北省宜昌市委书记、市人大主任，宜昌军分区党委第一书记
孙志刚,5cceb6655bbd4a744079dd0afae7f532089ce135,0000005640,2002.06,2002.08,任湖北省委常委，宜昌市委书记、市人大主任，宜昌军分区党委第一书记
孙志刚,5cceb6655bbd4a744079dd0afae7f532089ce135,0000005640,2002.08,2006.09,任湖北省委常委、省委秘书长，省直机关工委书记
孙志刚,5cceb6655bbd4a744079dd0afae7f532089ce135,0000005640,2006.09,2006.10,任安徽省委常委
孙志刚,5cceb6655bbd4a744079dd0afae7f532089ce135,0000005640,2006.10,2010.12,任安徽省委常委、常务副省长、省政府党组副书记
孙志刚,5cceb6655bbd4a744079dd0afae7f532089ce135,0000005640,2010.12,2013.03,任国家发展和改革委员会副主任、党组成员兼国务院医改办主任
孙志刚,5cceb6655bbd4a744079dd0afae7f532089ce135,0000005640,2013.03,2015.10,任国家卫生和计划生育委员会副主任、党组副书记兼国务院医改办主任（正部长级）
孙志刚,5cceb6655bbd4a744079dd0afae7f532089ce135,0000005640,2015.10,2016.01,任贵州省委副书记、副省长、代理省长、省政府党组书记
孙志刚,5cceb6655bbd4a744079dd0afae7f532089ce135,0000005640,2016.01,,任贵州省委副书记、省长、省政府党组书记
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1902.00,  ,出生于湖南省攸县城关镇一个普通工人家庭，1926年加入中国共产党
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1983.09,  ,在北京逝世
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1911.00,  ,谭震林入私塾学习，两年在书纸店当学徒，并广泛阅读了进步书籍，从而接受了革命思想学习
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1926.00,  ,加入中国共产党，先后担任攸县工人纠察队长、县总工会宣传干事、县党部工农运动特派员
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1927.00,  ,冬，工农革命军攻占茶陵县城，谭震林被推举为茶陵工农兵政府主席，同时恢复了茶陵工会组织，并任工会主席
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1929.00,  ,任红四军第二纵队政治委员、党委书记兼政治部主任和红四军前委委员
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1930.00,  ,率红十二军攻克湖南攸县和江西吉安
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1930.00,1932.00,任红十二军政委、中国革命军事委员会委员、红一方面军军委委员和福建军区司令员、政委
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1938.00,  ,先后任新四军第二、三支队副司令员，在皖南广泛展开游击战争，打败日寇对清水潭、马家园的进攻，繁昌保卫战以小胜大，七战七胜，粉碎日寇夺取繁昌、扫荡皖南的计划
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1940.00,  ,谭震林在江苏突出抓抗日武装建设，将组建的江南抗日义勇军第一、二支队合并组成江南抗日义勇军司令部，自任司令员兼政委，创建东路抗日游击根椐地
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1941.00,  ,任新四军第6师师长兼政委、苏南区党委书记
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1942.00,  ,调任新四军第二师政委兼淮南区党委书记
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1944.00,,宝应以东广大地区
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1947.00,  ,谭震林任华中野战军第一副政委
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1948.00,  ,同许世友指挥发起胶济线西段战役、潍县战役、兖州战役、济南战役
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1949.00,  ,谭震林出席党的七届二中全会，此间，中央军委对全军实行整编，华东野战军改称中国人民解放军第三野战军，谭震林任第三野战军第一副政委
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1957.00,  ,谭震林回湖南攸县成功地开展民主办社试点工作，整个农业合作化期间，谭震林对中国农业发展道路作了长期艰苦努力的探索
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1973.00,1977.00,谭震林先后当选为中共十大、十一大中央委员，第四、五届全国人大常委会副委员长，在中共第十二次全国代表大会上，谭震林主动退居二线当选为中央顾问委员会委员和中顾委副主任
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1983.09,  ,在北京病逝
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1945.00,  ,中共“七大”为林野平反，并追认林野为革命烈士
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1954.12,  ,任中共中央副秘书长，国务院副总理等职
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1982.00,  ,被选为中共中央顾问委员会副主任
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1983.09,  ,卒于北京
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1911.00,  ,谭震林入私塾学习学习
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1926.00,  ,加入中国共产党，先后担任攸县工人纠察队长，县总工会宣传干事，县党部工农运动特派员
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1927.00,  ,冬，工农革命军攻占茶陵县城，谭震林被推举为茶陵工农兵政府主席，同时恢复了茶陵工会组织，并任工会主席，年底，随工农革命军撤离，在毛泽东的领导下投入创建井冈山根据地的斗争
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1929.00,  ,谭震林任红四军第二纵队政治委员、第四纵队党委书记兼政治部主任和红四军前委委员
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1930.00,  ,同罗炳辉率红十二军攻克湖南攸县和江西吉安并投入中央根据地反围剿战争
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1930.00,1932.00,任红十二军政委，中国革命军事委员会委员，红一方面军军委委员和福建军区司令员、政委
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1935.00,  ,任闽西南军军委军事部长，1936年任闽西南军委副主席
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1938.00,  ,谭震林先后任新四军第二、三支队副司令员，亲率第三
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1940.00,  ,谭震林在江苏突出抓抗日武装建设，将组建的江南抗日义勇军第一，二支队合并组成江南抗日义勇军司令部，自任司令员兼政委，创建东路抗日游击根椐地
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1941.00,  ,任新四军第6师师长兼政委，苏南区党委书记
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1942.00,  ,谭震林调任新四军第二师政委兼淮南区党委书记，狠抓了机关作风整顿和生产自救运动
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1944.00,  ,谭震林率部解放淮安、保应以东广大地区，取得了占鸡岗反顽战斗的胜利，扭转淮南地区抗日被动局面
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1945.00,  ,谭震林任华中分局副书记、华中军区副政委兼政治部主任、华中野战军政委，并当选中共七届中央委员
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1947.00,  ,谭震林任华中野战军第一副政委，指挥内线“兵团”取得胶东战役的胜利
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1948.00,  ,同许世友指挥发起胶济线西段战役，潍县战役，兖州战役，济南战役
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1949.00,  ,谭震林出席党的七届二中全会
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1954.00,  ,调任中央副秘书长兼书记处第二办公室主任，1956年当选为党的八大中央委员、书记处书记、政治局委员、国务院副总理
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1957.00,  ,谭震林回湖南攸县成功地开展民主办社试点工作
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1978.11,  ,中旬，邓小平在对谭震林文章的批示中，严肃地批评了《红旗》对真理标准讨论的消极态度
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1902.04,  ,生于湖南省攸县，9岁入私塾读书，12岁到书店学徒读书
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1925.00,  ,冬在当地结识中共党员，开始参加革命活动
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1926.10,  ,加入中国共产党，曾任攸县工农纠察队队长
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1927.00,  ,冬在井冈山革命根据地任茶陵县总工会主席、县工农兵政府主席、中共县委书记
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1928.05,  ,在中共湘赣边第一次代表大会上，被选为湘赣边特委委员，后负责湘赣边工农兵政府土地部工作
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1929.00,  ,随部队进军赣南、闽西，先后任红4军第2纵队政治委员、第4纵队政治部主任
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1931.11,  ,被选为中华苏维埃共和国临时中央政府执行委员、中央革命军事委员会委员
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1932.00,  ,任福建军区政治委员、司令员兼政治委员，组建地方部队，为主力红军输送大批武装力量，并参加中央苏区第四次反“围剿”
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1933.00,  ,在“左”倾冒险主义领导者开展的反“罗明路线”斗争中，受到错误批判，被调往瑞金任国家政治保卫局科长
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1934.10,  ,中央红军主力长征任中共中央（苏区）分局委员、国家政治保卫局分局长
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1940.04,  ,调往苏南，主持东路地区党、政、军工作，领导该地区人民武装，打击日伪军和顽固势力，扩大抗日局面
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1941.00,  ,皖南事变任新四军第6师师长兼政治委员、中共苏南区委员会书记，领导苏南军民挫败日伪军“扫荡”、“清乡”和国民党顽固派的军事进攻
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1943.01,  ,任新四军第2师政治委员、中共淮南区委员会书记，领导淮南抗日根据地的斗争，扩大抗日武装
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1945.06,  ,当选为中共第七届中央委员
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1946.06,  ,蒋介石发动全面内战他同司令员粟裕指挥苏中战役，取得重大胜利
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1947.01,  ,任华东野战军副政治委员，参与指挥莱芜、孟良崮等战役
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1948.09,  ,参与指挥济南战役，在促使国民党军吴化文部队起义中，做了大量工作
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1949.02,  ,任第三野战军第一副政治委员，4月兼任第7兵团政治委员，指挥第7、第9兵团强渡长江，进军浙江
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1952.00,  ,任中共中央华东局第三书记、代理书记，华东军政委员会副主席兼土地改革委员会主任和治淮委员会主任，江苏省人民政府主席，华东行政委员会副主席兼财政经济委员会主任
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1954.12,  ,任中共中央副秘书长兼中央书记处第二办公室主任、中央财经小组副组长、国务院副总理兼农林办公室主任、国家计划委员会副主任
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1929.00,  ,由于红四军在一次战斗中失利，前委机关和军领导险遭不幸，为加强前委的保卫工作，毛泽东亲自指派谭震林组建主要负责警卫工作的混成大队，并兼任大队党代表，谭震林立即举荐韩伟担任该大队副大队长
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1930.00,  ,谭震林担任红十二军政委，不久，就把韩伟从团长提拔到师长，1931年底，中华苏维埃第一次全国代表大会在瑞金召开，指令韩伟代表红十二军指战员从朱德手中接过绣有“沉着杀敌”四个大字的军旗，可见谭震林对韩伟的信任程度
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1932.00,  ,成立福建军区，谭震林先是担任军区政委，后又改任司令员兼政委，不久，把韩伟提升为军区参谋长
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1939.00,  ,杨部曾被叶飞收编为“江抗”独立第4支队
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1940.07,  ,他还把我插入杨部工作的共产党员膝宵吊在树上，亲自挥鞭抽打，以示与“江抗”势不两立
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1941.00,  ,蒋介石卑鄙地发动了“皖南事变”，开始了大规模的反共行动
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1967.08,  ,下午，在江青和“中央文革”的安排下，人民大会堂召开了所谓“万人大会”
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1967.00,  ,秋天，南京军区政治部的一位干部，给“中央文革”写来一封揭发信，说谭震林1932年被国民党逮捕，关押在苏州反省院
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1967.11,  ,中旬，谭震林的立案报告转给中央专案审查小组第二办公室饶漱石专案组，要他们负责审查清楚
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1968.03,  ,在康生、陈伯达、江青、姚文元等人接见江苏省革委会“赴京汇报团”和以中央名义办的“学习班全体学员”时，江青公然宣布：“我们有确凿的证据，谭震林是个大叛徒！”3月24日晚，江青在中央召开的驻京军队团以上干部万人大会上，气急败坏地连呼了三句口号：“打倒谭震林！打倒谭震林！打倒谭震林！”她用右手高举着一个档案袋，向台下听众大声说：“我之所以有气，一、我曾经保过他学习
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1967.04,  ,在“中央文革”的授意下，一伙造反派冲进谭家，进行了抄家，并把谭震林的子女逐出了家门，六个子女被一个一个地逐出了北京城
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1940.03,  ,中共中央东南局和新四军军部发电给中共江苏省委称：现为加强东路工作，已调谭震林同志去组织军政会，以统一党军指挥，不日出发
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1948.11,  ,中共中央军委决定由邓小平、刘伯承、陈毅、粟裕、谭震林组成总前委，邓小平为书记，统筹与指挥华东、中原两大野战军
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1948.11,  ,国民党第59军、77军，在第三绥靖区副司令何基沣、张克侠率领下，在淮海前线驻地台儿庄地区举行起义
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1948.11,  ,正当双堆集地区的战事紧张进行之际，国民党第85军110师5000余人，在师长廖运周率领下，举行战场起义
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,,  ,110师按解放军事先指定的路线开到解放军的阵地上，起义成功
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1949.01,  ,华东野战军对青龙集、陈官庄地区被围之敌发起总攻，经4日战斗，全歼第2兵团、第13兵团，活捉徐州“剿总”副总司令杜聿明，击毙第2兵团司令邱清泉
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1949.02,1949.03,中共中央军委依据向长江以南进军的既定方针，命令人民解放军第二、第三野战军和中原、华东军区部队共约100万人，统归由第二野战军司令员刘伯承、政治委员邓小平和第三野战军司令员兼政治委员陈毅、副司令员粟裕、副政治委员谭震林组成的总前委（邓小平为书记）指挥，准备在5月汛期到来之前，由安庆、芜湖、南京、江阴之线发起渡江作战，歼灭汤恩伯集团，夺取国民党政府的政治经济中心南京、上海以及江苏、安徽、浙江省广大地区，并随时准备对付帝国主义可能的武装干涉
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1926.10,  ,谭震林加入了中国共产党
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1927.00,  ,谭震林跟随毛泽东上了井冈山
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1929.02,  ,谭震林跟随毛泽东、朱德、陈毅率领的红四军向赣南、闽西进发
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1967.05,  ,他受毛泽东邀请，同毛泽东、周恩来等党和国家领导人一起登上天安门的城楼
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1972.00,  ,谭震林向毛泽东写了信，请求回京治病，毛泽东当即批示同意
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1973.00,  ,谭震林在毛泽东的关心下，恢复党和国家领导人的生活待遇，并参加了党的“十大”，被选为中央委员
谭震林,ea552718d7466472045719785222fa19e46d68e1,0000005680,1975.00,  ,当选为全国人大常委会副委员长
陶铸,82964784ae62461204a4b3df799f65c3c7e64fe3,0000005756,1969.11,  ,无产阶级革命家陶铸逝世，享年61岁
田凤山,88080af63bf4834e349c147871eec46d1f521704,0000005770,1964.00,  ,解放军西安第二炮兵技术学院自动控制专业毕业后在家乡肇源县任教员，公社党委书记、革委会主任，县委副书记、副县长学院
田凤山,88080af63bf4834e349c147871eec46d1f521704,0000005770,1999.12,  ,任国土资源部党组书记
田凤山,88080af63bf4834e349c147871eec46d1f521704,0000005770,2000.03,  ,任国土资源部部长
田凤山,88080af63bf4834e349c147871eec46d1f521704,0000005770,2003.03,  ,在十届全国人大一次会议上被任命为国土资源部部长
田凤山,88080af63bf4834e349c147871eec46d1f521704,0000005770,2003.10,  ,被免去国土资源部部长职务
田凤山,88080af63bf4834e349c147871eec46d1f521704,0000005770,2004.09,  ,中共十六届四中全会审议并通过了《中共中央纪律检查委员会关于田凤山问题的审查报告》，决定撤销田凤山中央委员会委员职务，给于其开除党籍处分
田凤山,88080af63bf4834e349c147871eec46d1f521704,0000005770,2005.12,  ,根据北京市高级人民法院的指定管辖，北京市第二中级人民法院开庭公开审理田凤山受贿一案
田凤山,88080af63bf4834e349c147871eec46d1f521704,0000005770,1940.10,  ,田凤山出生在肇源县义顺乡一个叫做“山岗子”的大屯子
田凤山,88080af63bf4834e349c147871eec46d1f521704,0000005770,1999.12,  ,时任黑龙江省省长的59岁的田凤山赴京上任，成为国土资源部党组书记
田凤山,88080af63bf4834e349c147871eec46d1f521704,0000005770,2000.03,  ,田凤山担任国土资源部部长
田凤山,88080af63bf4834e349c147871eec46d1f521704,0000005770,2003.03,  ,63岁的田凤山连任国土资源部部长
田凤山,88080af63bf4834e349c147871eec46d1f521704,0000005770,2003.10,  ,田凤山参加了中共十六届三中全会的闭幕式，这是他最后一次出现在政治舞台上，这一天，中共中央下发田凤山停职检查的文件，第二天，国土资源部内部便传出消息：田凤山被“双规”了
田凤山,88080af63bf4834e349c147871eec46d1f521704,0000005770,2003.10,  ,十届全国人大常委会第五次会议经表决通过决定，免去田凤山的国土资源部部长职务
田凤山,88080af63bf4834e349c147871eec46d1f521704,0000005770,2005.12,  ,根据北京市高级人民法院的指定管辖，北京市第二中级人民法院公开审理了国土资源部原部长田凤山受贿一案
田凤山,88080af63bf4834e349c147871eec46d1f521704,0000005770,1995.00,2003.00,期间，被告人田凤山利用其担任黑龙江省人民政府省长、国土资源部部长的职务便利，通过其他国家工作人员职务上的行为，为他人谋取不正当利益，多次收受他人贿赂总计折合人民币498.13万元，涉及17笔受贿
铁瑛,842674e17c198a5f36f0c08087a97505cb2318a1,0000005801,1916.00,2009.02,河南南乐人
铁瑛,842674e17c198a5f36f0c08087a97505cb2318a1,0000005801,1937.00,  ,加入中国共产党
铁瑛,842674e17c198a5f36f0c08087a97505cb2318a1,0000005801,1939.00,  ,入抗大一分校学习学习
铁瑛,842674e17c198a5f36f0c08087a97505cb2318a1,0000005801,1949.00,  ,历任上海市公安总队副政委、政委，华东军区军法处副处长，南京军区军事法院院长、要塞区政委，中共浙江省委第一书记，浙江省军区政委，浙江省第四届政协主席和第五届人大常委会主任，中共浙江省顾委主任
铁瑛,842674e17c198a5f36f0c08087a97505cb2318a1,0000005801,1937.10,  ,参加革命工作，同年12月加入中国共产党
铁瑛,842674e17c198a5f36f0c08087a97505cb2318a1,0000005801,1949.07,  ,历任上海市公安总队副政委、政委兼干部部部长，南京军区军事法院院长，舟山地区革委会主任等
铁瑛,842674e17c198a5f36f0c08087a97505cb2318a1,0000005801,1964.00,  ,被授予少将军衔
铁瑛,842674e17c198a5f36f0c08087a97505cb2318a1,0000005801,1972.00,  ,历任浙江省委书记（当时设有第一书记），浙江省委第一书记兼省军区第一政委，省革委会主任、省政协主席、省人大常委会主任、省委党校校长等
铁瑛,842674e17c198a5f36f0c08087a97505cb2318a1,0000005801,1983.03,  ,当选为中共浙江省顾问委员会主任
铁瑛,842674e17c198a5f36f0c08087a97505cb2318a1,0000005801,1937.10,  ,参加革命工作
铁瑛,842674e17c198a5f36f0c08087a97505cb2318a1,0000005801,1937.12,  ,加入中国共产党
铁瑛,842674e17c198a5f36f0c08087a97505cb2318a1,0000005801,1938.00,  ,曾在国民党第六十九军特务团任政治指导员
铁瑛,842674e17c198a5f36f0c08087a97505cb2318a1,0000005801,1939.00,  ,进中国人民抗日军政大学学习，后任抗日军政大学一分校一大队组织干事大学
铁瑛,842674e17c198a5f36f0c08087a97505cb2318a1,0000005801,1964.00,  ,晋升为少将军衔
铁瑛,842674e17c198a5f36f0c08087a97505cb2318a1,0000005801,1937.10,  ,参加革命，受中共党组织派遣到西北军做统战工作，先后任国民党一八一师学兵训练队学员、一团二营文化干事、六十九军特务团工兵营一连政治指导员、营政治指导员，同年12月加入中国共产党
铁瑛,842674e17c198a5f36f0c08087a97505cb2318a1,0000005801,1939.04,  ,到抗日军政大学一分校学习，后任一大队组织干事大学
铁瑛,842674e17c198a5f36f0c08087a97505cb2318a1,0000005801,1940.02,  ,历任八路军山东纵队一支队二团组织股长兼分总支书记、二旅五团政治处组织股长兼总支书记，中共中央山东分局高级党校三区队班长，山东滨海军区临沭县独立营政委、临沭县委书记，独立团政委，教导团政治处主任、政委，新四军兼山东军区特务一团政委，华东军区警卫旅副政委、政委
铁瑛,842674e17c198a5f36f0c08087a97505cb2318a1,0000005801,1949.07,  ,历任上海市公安总队副政委、政委兼干部部长，华东军区军法处副处长，南京军区军事法院院长，舟嵊要塞区副政委、第二政委、政委，舟山地区革委会主任
铁瑛,842674e17c198a5f36f0c08087a97505cb2318a1,0000005801,1972.04,  ,任中共浙江省委书记兼舟嵊要塞区第一政委
铁瑛,842674e17c198a5f36f0c08087a97505cb2318a1,0000005801,1977.02,  ,任中共浙江省委第一书记兼省军区第一政委，并先后兼任省革委会主任、省政协主席、省人大常委会主任、省委党校校长
铁瑛,842674e17c198a5f36f0c08087a97505cb2318a1,0000005801,1983.03,  ,任中共浙江省委顾问委员会主任，中共中央顾问委员会委员
